production_lot_id,production_date,factory_id,line_id,product_id,production_qty,pass_qty,started_qty,completed_qty,first_pass_pass_qty,fail_qty,rework_qty,scrap_qty
PLOT-00001011,2026-06-23,FAC-MX,LINE-MX-02,PROD-X200,44,42,44,44,42,2,1,0
PLOT-00001012,2026-06-23,FAC-MY,LINE-MY-01,PROD-S100,37,37,37,37,37,0,0,0
PLOT-00001013,2026-06-23,FAC-MY,LINE-MY-03,PROD-X200,49,48,49,49,48,1,0,0
PLOT-00001014,2026-06-24,FAC-TW,LINE-TW-01,PROD-C100,50,50,50,50,50,0,0,0
PLOT-00001015,2026-06-24,FAC-TW,LINE-TW-02,PROD-X100,52,51,52,52,51,1,1,0
PLOT-00001016,2026-06-24,FAC-MX,LINE-MX-01,PROD-X200,52,49,52,52,49,3,1,1
PLOT-00001017,2026-06-24,FAC-MX,LINE-MX-02,PROD-X200,39,38,39,39,38,1,0,1
PLOT-00001018,2026-06-24,FAC-MY,LINE-MY-01,PROD-X100,53,50,53,53,50,3,1,0
PLOT-00001019,2026-06-24,FAC-MY,LINE-MY-03,PROD-X100,36,33,36,36,33,3,3,0
PLOT-00001020,2026-06-25,FAC-TW,LINE-TW-01,PROD-C100,51,50,51,51,50,1,0,0
PLOT-00001021,2026-06-25,FAC-TW,LINE-TW-02,PROD-X100,42,40,42,42,40,2,1,1
PLOT-00001022,2026-06-25,FAC-MX,LINE-MX-01,PROD-X200,48,47,48,48,47,1,1,0
PLOT-00001023,2026-06-25,FAC-MX,LINE-MX-02,PROD-X200,50,47,50,50,47,3,2,1
PLOT-00001024,2026-06-25,FAC-MY,LINE-MY-01,PROD-X100,39,38,39,39,38,1,1,0
PLOT-00001025,2026-06-25,FAC-MY,LINE-MY-03,PROD-X100,52,52,52,52,52,0,0,0
PLOT-00001026,2026-06-26,FAC-TW,LINE-TW-01,PROD-S100,40,39,40,40,39,1,1,0
PLOT-00001027,2026-06-26,FAC-TW,LINE-TW-02,PROD-X200,50,47,50,50,47,3,1,1
PLOT-00001028,2026-06-26,FAC-MX,LINE-MX-01,PROD-X200,41,39,41,41,39,2,1,0
PLOT-00001029,2026-06-26,FAC-MX,LINE-MX-02,PROD-X200,44,41,44,44,41,3,1,1
PLOT-00001030,2026-06-26,FAC-MY,LINE-MY-01,PROD-X200,55,52,55,55,52,3,1,0
PLOT-00001031,2026-06-26,FAC-MY,LINE-MY-03,PROD-X100,37,33,37,37,33,4,3,1
PLOT-00001032,2026-06-27,FAC-TW,LINE-TW-01,PROD-C100,42,41,42,42,41,1,0,1
PLOT-00001033,2026-06-27,FAC-TW,LINE-TW-02,PROD-X200,36,35,36,36,35,1,0,1
PLOT-00001034,2026-06-27,FAC-MX,LINE-MX-01,PROD-N100,40,38,40,40,38,2,2,0
PLOT-00001035,2026-06-27,FAC-MX,LINE-MX-02,PROD-X200,40,37,40,40,37,3,1,0
PLOT-00001036,2026-06-27,FAC-MY,LINE-MY-01,PROD-S100,36,35,36,36,35,1,0,0
PLOT-00001037,2026-06-27,FAC-MY,LINE-MY-03,PROD-S100,47,45,47,47,45,2,2,0
PLOT-00001038,2026-06-28,FAC-TW,LINE-TW-01,PROD-N100,40,40,40,40,40,0,0,0
PLOT-00001039,2026-06-28,FAC-TW,LINE-TW-02,PROD-S100,44,42,44,44,42,2,0,0
PLOT-00001040,2026-06-28,FAC-MX,LINE-MX-01,PROD-C100,35,33,35,35,33,2,0,2
PLOT-00001041,2026-06-28,FAC-MX,LINE-MX-02,PROD-X200,54,49,54,54,49,5,3,1
PLOT-00001042,2026-06-28,FAC-MY,LINE-MY-01,PROD-X100,45,43,45,45,43,2,2,0
PLOT-00001043,2026-06-28,FAC-MY,LINE-MY-03,PROD-X200,55,54,55,55,54,1,0,0
PLOT-00001044,2026-06-29,FAC-TW,LINE-TW-01,PROD-X200,50,49,50,50,49,1,0,1
PLOT-00001045,2026-06-29,FAC-TW,LINE-TW-02,PROD-N100,39,39,39,39,39,0,0,0
PLOT-00001046,2026-06-29,FAC-MX,LINE-MX-01,PROD-C100,49,46,49,49,46,3,2,0
PLOT-00001047,2026-06-29,FAC-MX,LINE-MX-02,PROD-X200,38,37,38,38,37,1,0,0
PLOT-00001048,2026-06-29,FAC-MY,LINE-MY-01,PROD-X200,49,46,49,49,46,3,2,0
PLOT-00001049,2026-06-29,FAC-MY,LINE-MY-03,PROD-N100,40,38,40,40,38,2,1,1
PLOT-00001050,2026-06-30,FAC-TW,LINE-TW-01,PROD-X100,45,43,45,45,43,2,1,0
PLOT-00001051,2026-06-30,FAC-TW,LINE-TW-02,PROD-N100,53,51,53,53,51,2,1,0
PLOT-00001052,2026-06-30,FAC-MX,LINE-MX-01,PROD-X200,41,39,41,41,39,2,0,0
PLOT-00001053,2026-06-30,FAC-MX,LINE-MX-02,PROD-X200,55,53,55,55,53,2,0,0
PLOT-00001054,2026-06-30,FAC-MY,LINE-MY-01,PROD-S100,48,45,48,48,45,3,3,0
PLOT-00001055,2026-06-30,FAC-MY,LINE-MY-03,PROD-C100,37,35,37,37,35,2,1,0
